tempo,weather,track_temperature,air_temperature,total_laps,track_lenght,session_type,track_id,type_formula,session_time_left,session_duration,pit_speed_limit,weather_forecast,rain_percentage,track_temp_change,air_temp_change,time_forecast
150.356,1,39,25,18,4294,15,16,0,7124,7200,80,1,5,2,2,0
150.855,1,39,25,18,4294,15,16,0,7123,7200,80,1,5,2,2,0
151.347,1,39,25,18,4294,15,16,0,7123,7200,80,1,5,2,2,0
151.838,1,39,25,18,4294,15,16,0,7122,7200,80,1,5,2,2,0
152.34,1,39,25,18,4294,15,16,0,7122,7200,80,1,5,2,2,0
152.848,1,39,25,18,4294,15,16,0,7121,7200,80,1,5,2,2,0
153.337,1,39,25,18,4294,15,16,0,7121,7200,80,1,5,2,2,0
153.853,1,39,25,18,4294,15,16,0,7120,7200,80,1,5,2,2,0
154.342,1,39,25,18,4294,15,16,0,7120,7200,80,1,5,2,2,0
154.85,1,39,25,18,4294,15,16,0,7119,7200,80,1,5,2,2,0
155.335,1,39,25,18,4294,15,16,0,7119,7200,80,1,5,2,2,0
155.834,1,39,25,18,4294,15,16,0,7118,7200,80,1,5,2,2,0
156.338,1,39,25,18,4294,15,16,0,7118,7200,80,1,5,2,2,0
156.838,1,39,25,18,4294,15,16,0,7117,7200,80,1,5,2,2,0
157.344,1,39,25,18,4294,15,16,0,7117,7200,80,1,5,2,2,0
157.841,1,39,25,18,4294,15,16,0,7116,7200,80,1,5,2,2,0
158.351,1,39,25,18,4294,15,16,0,7116,7200,80,1,5,2,2,0
158.853,1,39,25,18,4294,15,16,0,7115,7200,80,1,5,2,2,0
159.339,1,39,25,18,4294,15,16,0,7115,7200,80,1,5,2,2,0
159.844,1,39,25,18,4294,15,16,0,7114,7200,80,1,5,2,2,0
160.351,1,39,25,18,4294,15,16,0,7114,7200,80,1,5,2,2,0
160.842,1,39,25,18,4294,15,16,0,7113,7200,80,1,5,2,2,0
161.348,1,39,25,18,4294,15,16,0,7113,7200,80,1,5,2,2,0
161.85,1,39,25,18,4294,15,16,0,7112,7200,80,1,5,2,2,0
162.333,1,39,25,18,4294,15,16,0,7112,7200,80,1,5,2,2,0
162.836,1,39,25,18,4294,15,16,0,7111,7200,80,1,5,2,2,0
163.343,1,39,25,18,4294,15,16,0,7111,7200,80,1,5,2,2,0
163.839,1,39,25,18,4294,15,16,0,7110,7200,80,1,5,2,2,0
164.342,1,39,25,18,4294,15,16,0,7110,7200,80,1,5,2,2,0
164.843,1,39,25,18,4294,15,16,0,7109,7200,80,1,5,2,2,0
165.346,1,39,25,18,4294,15,16,0,7109,7200,80,1,5,2,2,0
165.855,1,39,25,18,4294,15,16,0,7108,7200,80,1,5,2,2,0
166.353,1,39,25,18,4294,15,16,0,7108,7200,80,1,5,2,2,0
166.855,1,39,25,18,4294,15,16,0,7107,7200,80,1,5,2,2,0
167.349,1,39,25,18,4294,15,16,0,7107,7200,80,1,5,2,2,0
167.836,1,39,25,18,4294,15,16,0,7106,7200,80,1,5,2,2,0
168.345,1,39,25,18,4294,15,16,0,7106,7200,80,1,5,2,2,0
168.849,1,39,25,18,4294,15,16,0,7105,7200,80,1,5,2,2,0
169.338,1,39,25,18,4294,15,16,0,7105,7200,80,1,5,2,2,0
169.845,1,39,25,18,4294,15,16,0,7104,7200,80,1,5,2,2,0
170.356,1,39,25,18,4294,15,16,0,7104,7200,80,1,5,2,2,0
170.851,1,39,25,18,4294,15,16,0,7103,7200,80,1,5,2,2,0
171.343,1,39,25,18,4294,15,16,0,7103,7200,80,1,5,2,2,0
171.835,1,39,25,18,4294,15,16,0,7103,7200,80,1,5,2,2,0
172.357,1,39,25,18,4294,15,16,0,7102,7200,80,1,5,2,2,0
172.853,1,39,25,18,4294,15,16,0,7101,7200,80,1,5,2,2,0
173.335,1,39,25,18,4294,15,16,0,7101,7200,80,1,5,2,2,0
173.846,1,39,25,18,4294,15,16,0,7100,7200,80,1,5,2,2,0
174.355,1,39,25,18,4294,15,16,0,7100,7200,80,1,5,2,2,0
174.851,1,39,25,18,4294,15,16,0,7099,7200,80,1,5,2,2,0
175.359,1,39,25,18,4294,15,16,0,7099,7200,80,1,5,2,2,0
175.854,1,39,25,18,4294,15,16,0,7098,7200,80,1,5,2,2,0
176.34,1,39,25,18,4294,15,16,0,7098,7200,80,1,5,2,2,0
176.843,1,39,25,18,4294,15,16,0,7097,7200,80,1,5,2,2,0
177.349,1,39,25,18,4294,15,16,0,7097,7200,80,1,5,2,2,0
177.847,1,39,25,18,4294,15,16,0,7096,7200,80,1,5,2,2,0
178.356,1,39,25,18,4294,15,16,0,7096,7200,80,1,5,2,2,0
178.852,1,39,25,18,4294,15,16,0,7095,7200,80,1,5,2,2,0
179.333,1,39,25,18,4294,15,16,0,7095,7200,80,1,5,2,2,0
179.834,1,39,25,18,4294,15,16,0,7094,7200,80,1,5,2,2,0
180.354,1,39,25,18,4294,15,16,0,7094,7200,80,1,5,2,2,0
180.857,1,39,25,18,4294,15,16,0,7093,7200,80,1,5,2,2,0
181.348,1,39,25,18,4294,15,16,0,7093,7200,80,1,5,2,2,0
181.835,1,39,25,18,4294,15,16,0,7092,7200,80,1,5,2,2,0
182.338,1,39,25,18,4294,15,16,0,7092,7200,80,1,5,2,2,0
182.852,1,39,25,18,4294,15,16,0,7091,7200,80,1,5,2,2,0
183.346,1,39,25,18,4294,15,16,0,7091,7200,80,1,5,2,2,0
183.835,1,39,25,18,4294,15,16,0,7091,7200,80,1,5,2,2,0
184.342,1,39,25,18,4294,15,16,0,7090,7200,80,1,5,2,2,0
184.834,1,39,25,18,4294,15,16,0,7090,7200,80,1,5,2,2,0
185.34,1,39,25,18,4294,15,16,0,7089,7200,80,1,5,2,2,0
185.857,1,39,25,18,4294,15,16,0,7088,7200,80,1,5,2,2,0
186.357,1,39,25,18,4294,15,16,0,7088,7200,80,1,5,2,2,0
186.852,1,39,25,18,4294,15,16,0,7087,7200,80,1,5,2,2,0
187.357,1,39,25,18,4294,15,16,0,7087,7200,80,1,5,2,2,0
187.846,1,39,25,18,4294,15,16,0,7086,7200,80,1,5,2,2,0
188.332,1,39,25,18,4294,15,16,0,7086,7200,80,1,5,2,2,0
188.846,1,39,25,18,4294,15,16,0,7085,7200,80,1,5,2,2,0
189.333,1,39,25,18,4294,15,16,0,7085,7200,80,1,5,2,2,0
189.842,1,39,25,18,4294,15,16,0,7084,7200,80,1,5,2,2,0
190.358,1,39,25,18,4294,15,16,0,7084,7200,80,1,5,2,2,0
190.838,1,39,25,18,4294,15,16,0,7083,7200,80,1,5,2,2,0
191.355,1,39,25,18,4294,15,16,0,7083,7200,80,1,5,2,2,0
191.835,1,39,25,18,4294,15,16,0,7082,7200,80,1,5,2,2,0
192.353,1,39,25,18,4294,15,16,0,7082,7200,80,1,5,2,2,0
192.834,1,39,25,18,4294,15,16,0,7082,7200,80,1,5,2,2,0
193.352,1,39,25,18,4294,15,16,0,7081,7200,80,1,5,2,2,0
193.857,1,39,25,18,4294,15,16,0,7080,7200,80,1,5,2,2,0
194.344,1,39,25,18,4294,15,16,0,7080,7200,80,1,5,2,2,0
194.856,1,39,25,18,4294,15,16,0,7079,7200,80,1,5,2,2,0
195.34,1,39,25,18,4294,15,16,0,7079,7200,80,1,5,2,2,0
195.856,1,39,25,18,4294,15,16,0,7078,7200,80,1,5,2,2,0
196.359,1,39,25,18,4294,15,16,0,7078,7200,80,1,5,2,2,0
196.855,1,39,25,18,4294,15,16,0,7077,7200,80,1,5,2,2,0
197.335,1,39,25,18,4294,15,16,0,7077,7200,80,1,5,2,2,0
197.847,1,39,25,18,4294,15,16,0,7076,7200,80,1,5,2,2,0
198.333,1,39,25,18,4294,15,16,0,7076,7200,80,1,5,2,2,0
198.847,1,39,25,18,4294,15,16,0,7075,7200,80,1,5,2,2,0
199.334,1,39,25,18,4294,15,16,0,7075,7200,80,1,5,2,2,0
199.84,1,39,25,18,4294,15,16,0,7074,7200,80,1,5,2,2,0
200.358,1,39,25,18,4294,15,16,0,7074,7200,80,1,5,2,2,0
200.834,1,39,25,18,4294,15,16,0,7073,7200,80,1,5,2,2,0
201.352,1,39,25,18,4294,15,16,0,7073,7200,80,1,5,2,2,0
201.855,1,39,25,18,4294,15,16,0,7072,7200,80,1,5,2,2,0
202.354,1,39,25,18,4294,15,16,0,7072,7200,80,1,5,2,2,0
202.84,1,39,25,18,4294,15,16,0,7071,7200,80,1,5,2,2,0
203.334,1,39,25,18,4294,15,16,0,7071,7200,80,1,5,2,2,0
204.0,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
204.339,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
204.84,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
205.342,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
205.859,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
206.337,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
206.851,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
207.358,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
207.842,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
208.351,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
208.837,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
209.35,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
209.835,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
210.344,1,39,25,18,4294,15,16,0,7200,7200,80,1,5,2,2,0
210.858,1,39,25,18,4294,15,16,0,7199,7200,80,1,5,2,2,0
211.341,1,39,25,18,4294,15,16,0,7199,7200,80,1,5,2,2,0
211.853,1,39,25,18,4294,15,16,0,7198,7200,80,1,5,2,2,0
212.333,1,39,25,18,4294,15,16,0,7198,7200,80,1,5,2,2,0
212.84,1,39,25,18,4294,15,16,0,7197,7200,80,1,5,2,2,0
213.338,1,39,25,18,4294,15,16,0,7197,7200,80,1,5,2,2,0
213.844,1,39,25,18,4294,15,16,0,7196,7200,80,1,5,2,2,0
214.353,1,39,25,18,4294,15,16,0,7196,7200,80,1,5,2,2,0
214.842,1,39,25,18,4294,15,16,0,7195,7200,80,1,5,2,2,0
215.342,1,39,25,18,4294,15,16,0,7195,7200,80,1,5,2,2,0
215.846,1,39,25,18,4294,15,16,0,7194,7200,80,1,5,2,2,0
216.351,1,39,25,18,4294,15,16,0,7194,7200,80,1,5,2,2,0
216.843,1,39,25,18,4294,15,16,0,7193,7200,80,1,5,2,2,0
217.354,1,39,25,18,4294,15,16,0,7193,7200,80,1,5,2,2,0
217.845,1,39,25,18,4294,15,16,0,7192,7200,80,1,5,2,2,0
218.353,1,39,25,18,4294,15,16,0,7192,7200,80,1,5,2,2,0
218.84,1,39,25,18,4294,15,16,0,7191,7200,80,1,5,2,2,0
219.355,1,39,25,18,4294,15,16,0,7191,7200,80,1,5,2,2,0
219.852,1,39,25,18,4294,15,16,0,7190,7200,80,1,5,2,2,0
220.352,1,39,25,18,4294,15,16,0,7190,7200,80,1,5,2,2,0
220.835,1,39,25,18,4294,15,16,0,7189,7200,80,1,5,2,2,0
221.345,1,39,25,18,4294,15,16,0,7189,7200,80,1,5,2,2,0
221.836,1,39,25,18,4294,15,16,0,7188,7200,80,1,5,2,2,0
222.336,1,39,25,18,4294,15,16,0,7188,7200,80,1,5,2,2,0
222.853,1,39,25,18,4294,15,16,0,7187,7200,80,1,5,2,2,0
223.344,1,39,25,18,4294,15,16,0,7187,7200,80,1,5,2,2,0
223.833,1,39,25,18,4294,15,16,0,7186,7200,80,1,5,2,2,0
224.348,1,39,25,18,4294,15,16,0,7186,7200,80,1,5,2,2,0
224.836,1,39,25,18,4294,15,16,0,7185,7200,80,1,5,2,2,0
225.355,1,39,25,18,4294,15,16,0,7185,7200,80,1,5,2,2,0
225.838,1,39,25,18,4294,15,16,0,7184,7200,80,1,5,2,2,0
226.353,1,39,25,18,4294,15,16,0,7184,7200,80,1,5,2,2,0
226.844,1,39,25,18,4294,15,16,0,7183,7200,80,1,5,2,2,0
227.357,1,39,25,18,4294,15,16,0,7183,7200,80,1,5,2,2,0
227.839,1,39,25,18,4294,15,16,0,7182,7200,80,1,5,2,2,0
228.333,1,39,25,18,4294,15,16,0,7182,7200,80,1,5,2,2,0
228.858,1,39,25,18,4294,15,16,0,7181,7200,80,1,5,2,2,0
229.357,1,39,25,18,4294,15,16,0,7181,7200,80,1,5,2,2,0
229.838,1,39,25,18,4294,15,16,0,7180,7200,80,1,5,2,2,0
230.335,1,39,25,18,4294,15,16,0,7180,7200,80,1,5,2,2,0
230.839,1,39,25,18,4294,15,16,0,7179,7200,80,1,5,2,2,0
231.349,1,39,25,18,4294,15,16,0,7179,7200,80,1,5,2,2,0
231.854,1,39,25,18,4294,15,16,0,7178,7200,80,1,5,2,2,0
232.343,1,39,25,18,4294,15,16,0,7178,7200,80,1,5,2,2,0
232.834,1,39,25,18,4294,15,16,0,7177,7200,80,1,5,2,2,0
233.344,1,39,25,18,4294,15,16,0,7177,7200,80,1,5,2,2,0
233.849,1,39,25,18,4294,15,16,0,7176,7200,80,1,5,2,2,0
234.337,1,39,25,18,4294,15,16,0,7176,7200,80,1,5,2,2,0
234.845,1,39,25,18,4294,15,16,0,7175,7200,80,1,5,2,2,0
235.354,1,39,25,18,4294,15,16,0,7175,7200,80,1,5,2,2,0
235.857,1,39,25,18,4294,15,16,0,7174,7200,80,1,5,2,2,0
236.344,1,39,25,18,4294,15,16,0,7174,7200,80,1,5,2,2,0
236.833,1,39,25,18,4294,15,16,0,7173,7200,80,1,5,2,2,0
237.333,1,39,25,18,4294,15,16,0,7173,7200,80,1,5,2,2,0
237.858,1,39,25,18,4294,15,16,0,7172,7200,80,1,5,2,2,0
238.353,1,39,25,18,4294,15,16,0,7172,7200,80,1,5,2,2,0
238.844,1,39,25,18,4294,15,16,0,7171,7200,80,1,5,2,2,0
239.334,1,39,25,18,4294,15,16,0,7171,7200,80,1,5,2,2,0
239.852,1,39,25,18,4294,15,16,0,7170,7200,80,1,5,2,2,0
240.337,1,39,25,18,4294,15,16,0,7170,7200,80,1,5,2,2,0
240.857,1,39,25,18,4294,15,16,0,7169,7200,80,1,5,2,2,0
241.339,1,39,25,18,4294,15,16,0,7169,7200,80,1,5,2,2,0
241.836,1,39,25,18,4294,15,16,0,7168,7200,80,1,5,2,2,0
242.335,1,39,25,18,4294,15,16,0,7168,7200,80,1,5,2,2,0
242.852,1,39,25,18,4294,15,16,0,7167,7200,80,1,5,2,2,0
243.342,1,39,25,18,4294,15,16,0,7167,7200,80,1,5,2,2,0
243.855,1,39,25,18,4294,15,16,0,7166,7200,80,1,5,2,2,0
244.35,1,39,25,18,4294,15,16,0,7166,7200,80,1,5,2,2,0
244.843,1,39,25,18,4294,15,16,0,7165,7200,80,1,5,2,2,0
245.355,1,39,25,18,4294,15,16,0,7165,7200,80,1,5,2,2,0
245.85,1,39,25,18,4294,15,16,0,7164,7200,80,1,5,2,2,0
246.341,1,39,25,18,4294,15,16,0,7164,7200,80,1,5,2,2,0
246.845,1,39,25,18,4294,15,16,0,7163,7200,80,1,5,2,2,0
247.337,1,39,25,18,4294,15,16,0,7163,7200,80,1,5,2,2,0
247.84,1,39,25,18,4294,15,16,0,7162,7200,80,1,5,2,2,0
248.344,1,39,25,18,4294,15,16,0,7162,7200,80,1,5,2,2,0
248.845,1,39,25,18,4294,15,16,0,7161,7200,80,1,5,2,2,0
249.354,1,39,25,18,4294,15,16,0,7161,7200,80,1,5,2,2,0
249.855,1,39,25,18,4294,15,16,0,7160,7200,80,1,5,2,2,0
250.35,1,39,25,18,4294,15,16,0,7160,7200,80,1,5,2,2,0
250.85,1,39,25,18,4294,15,16,0,7159,7200,80,1,5,2,2,0
251.335,1,39,25,18,4294,15,16,0,7159,7200,80,1,5,2,2,0
