tempo,velocidade,acelerador,volante,freio,embreagem,marcha,rpm,drs,temperatura_motor,temp_freio_RL,temp_freio_RR,temp_freio_FL,temp_freio_FR,temp_sup_pneu_RL,temp_sup_pneu_RR,temp_sup_pneu_FL,temp_sup_pneu_FR,temp_int_pneu_RL,temp_int_pneu_RR,temp_int_pneu_FL,temp_int_pneu_FR,pressao_pneu_RL,pressao_pneu_RR,pressao_pneu_FL,pressao_pneu_FR,tipo_superfice_Rl,tipo_superfice_RR,tipo_superfice_FL,tipo_superfice_FR
76.75,41,100.0,0.039636701345443726,0.0,0,1,11140,0,110,25,25,25,25,77,77,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
76.804,43,100.0,0.07480420172214508,0.0,0,1,12138,0,110,25,25,25,25,78,78,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
76.857,44,100.0,0.0035295989364385605,0.0,0,1,12945,0,110,25,25,25,25,79,79,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
76.885,45,100.0,-0.0,0.0,0,1,13211,0,110,25,25,25,25,79,79,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
76.941,47,100.0,-0.0,0.0,0,1,13124,0,110,25,25,25,25,81,81,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
76.996,49,100.0,-0.0,0.0,0,1,13096,0,110,25,25,25,25,82,82,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.052,51,100.0,-0.0,0.0,0,1,13010,0,110,25,25,25,25,83,83,62,62,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.108,52,100.0,-0.0,0.0,0,1,13008,0,110,25,25,25,25,84,84,61,61,69,69,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.137,53,100.0,-0.0,0.0,0,1,13009,0,110,25,25,25,25,85,85,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.195,55,100.0,-0.0,0.0,0,1,12997,0,110,25,25,25,25,86,86,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.252,57,100.0,-0.0,0.0,0,1,12956,0,110,25,25,25,25,87,87,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.308,59,100.0,-0.0,0.0,0,1,13251,0,110,25,25,25,25,88,88,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.335,60,100.0,-0.014523915946483612,0.0,0,1,13158,0,110,25,25,25,25,89,89,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.391,62,100.0,-0.035970594733953476,0.0,0,1,13117,0,110,25,25,25,25,90,90,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.444,64,100.0,-0.04032745584845543,0.0,0,1,13169,0,110,25,25,25,25,91,91,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.498,66,100.0,-0.0,0.0,0,1,13128,0,110,25,25,25,25,92,92,61,61,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.552,68,100.0,-0.0,0.0,0,1,12948,0,110,25,25,25,25,93,93,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.605,70,100.0,-0.0,0.0,0,1,13071,0,110,25,25,25,25,94,94,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.658,72,100.0,-0.002068348228931427,0.0,0,1,13218,0,110,25,25,25,25,95,95,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.684,73,100.0,-0.0393766313791275,0.0,0,1,13112,0,110,25,25,25,25,95,95,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.739,74,100.0,-0.22059465944766998,0.0,0,1,13115,0,110,25,25,25,25,96,96,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.793,76,100.0,-0.20154939591884613,0.0,0,1,13220,0,110,25,25,25,25,96,97,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.848,78,100.0,-0.18603408336639404,0.0,0,1,12938,0,110,25,25,25,25,97,97,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.903,80,100.0,-0.1713934987783432,0.0,0,1,13070,0,110,25,25,25,25,98,98,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.957,82,100.0,-0.15779688954353333,0.0,0,1,13205,0,110,25,25,25,25,98,99,60,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
77.985,83,100.0,-0.15163707733154297,0.0,0,1,13071,0,110,25,25,25,25,99,99,59,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.04,85,100.0,-0.09831508994102478,0.0,0,1,13214,0,110,25,25,25,25,99,99,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.094,87,100.0,-0.12291312217712402,0.0,0,1,12951,0,110,25,25,25,25,100,100,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.149,89,100.0,-0.15467247366905212,0.0,0,1,13036,0,110,25,25,25,25,100,100,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.203,91,100.0,-0.18751008808612823,0.0,0,1,13106,0,110,25,25,25,25,101,101,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.258,93,100.0,-0.21787872910499573,0.0,0,1,13177,0,110,25,25,25,25,101,101,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.285,94,100.0,-0.23235982656478882,0.0,0,1,13119,0,110,25,25,25,25,101,102,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.342,96,100.0,-0.25923052430152893,0.0,0,1,13002,0,110,25,25,25,25,101,102,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.397,97,100.0,-0.21237750351428986,0.0,0,1,13001,0,110,25,25,25,25,101,102,59,59,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.453,98,0.0,-0.14391620457172394,0.0,0,1,12770,0,110,25,25,25,25,102,103,59,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.509,98,0.0,0.14839930832386017,0.0,0,1,12052,0,110,25,25,25,25,102,103,59,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.538,98,0.0,0.33045676350593567,0.0,0,1,11748,0,110,25,25,25,25,102,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.595,97,0.0,0.6039059162139893,0.0,0,1,11218,0,110,25,25,25,25,102,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.654,97,0.0,0.474104106426239,0.0,0,1,10766,0,110,25,25,25,25,102,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.711,96,0.0,0.301089882850647,0.0,0,1,10457,0,110,25,25,25,25,101,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.74,96,0.0,0.22770485281944275,0.0,0,1,10369,0,110,25,25,25,25,101,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.798,95,0.0,0.14604046940803528,0.0,0,1,10299,0,110,25,25,25,25,101,104,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.856,95,0.0,0.17900748550891876,0.0,0,1,10284,0,110,25,25,25,25,100,103,58,60,70,70,69,69,20.3,20.3,22.9,22.9,0,0,0,0
78.885,94,0.0,0.1989276260137558,0.0,0,1,10265,0,110,25,25,25,25,100,103,58,60,70,70,69,69,20.3,20.4,22.9,22.9,0,0,0,0
78.942,94,0.0,0.23778875172138214,0.0,0,1,10218,0,110,25,25,25,25,99,102,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
78.998,93,0.0,0.27445533871650696,0.0,0,1,10169,0,110,25,25,25,25,99,102,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.054,93,0.0,0.3091663122177124,0.0,0,1,10116,0,110,25,25,25,25,98,101,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.11,92,0.0,0.34195181727409363,0.0,0,1,10062,0,110,25,25,25,25,98,101,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.138,92,0.0,0.3577336072921753,0.0,0,1,10033,0,110,25,25,25,25,98,100,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.193,91,0.0,0.3885563611984253,0.0,0,1,9973,0,110,25,25,25,25,97,100,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.25,91,0.0,0.32220059633255005,0.0,0,1,9910,0,110,25,25,25,25,97,99,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.306,90,0.0,0.2223910093307495,0.0,0,1,9842,0,110,25,25,25,25,96,99,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.333,90,0.0,0.17722830176353455,0.0,0,1,9811,0,110,25,25,25,25,96,99,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.39,90,3.9215687662363052,0.09591774642467499,0.0,0,1,9780,0,110,25,25,25,25,96,98,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.446,91,100.0,0.022267378866672516,0.0,0,1,10770,0,110,25,25,25,25,95,98,58,59,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.502,94,100.0,-0.03815910592675209,0.0,0,1,11638,0,110,25,25,25,25,95,98,58,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.557,96,100.0,-0.020728278905153275,0.0,0,1,12313,0,110,25,25,25,25,95,98,58,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.584,97,100.0,3.420559668843026e-10,0.0,0,1,12595,0,110,25,25,25,25,96,98,58,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.638,100,100.0,-0.0,0.0,0,1,13064,0,110,25,25,25,25,96,98,58,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.691,102,100.0,-0.0,0.0,0,1,13165,0,110,25,25,25,25,96,98,58,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.744,104,100.0,-0.0,0.0,0,1,12920,0,110,25,25,25,25,96,98,57,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.797,107,100.0,-0.0,0.0,0,1,12986,0,110,25,25,25,25,96,98,57,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.85,109,100.0,-0.0,0.0,0,1,13087,0,110,25,25,25,25,96,98,57,58,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.903,111,100.0,-0.0,0.0,0,1,13138,0,111,25,25,25,25,96,98,57,57,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
79.953,113,100.0,-0.0,0.0,0,1,13130,0,111,25,25,25,25,96,98,57,57,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.005,115,100.0,-0.0,0.0,0,1,13148,0,111,25,25,25,25,96,98,57,57,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.056,117,100.0,-0.0,0.0,0,1,13165,0,111,25,25,25,25,95,97,57,57,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.108,118,100.0,-0.0,0.0,0,1,13270,0,111,25,25,25,25,95,97,57,57,70,70,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.134,119,100.0,-0.0,0.0,0,1,13310,0,111,25,25,25,25,95,97,56,57,70,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.185,120,100.0,-0.0,0.0,0,1,13306,0,111,25,25,25,25,94,96,56,57,70,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.237,120,100.0,-0.0,0.0,0,1,13329,0,111,25,25,25,25,94,96,56,57,70,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.289,121,100.0,-0.0,0.0,0,1,13181,0,111,25,25,25,25,93,95,56,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.342,121,100.0,-0.0,0.0,0,1,13174,0,111,25,25,25,25,93,95,56,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.395,121,100.0,-0.0,0.0,0,1,13186,0,111,25,25,25,25,92,94,56,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.448,121,100.0,-0.0,0.0,0,1,13167,0,111,25,25,25,25,92,94,56,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.5,121,100.0,-0.0,0.0,0,1,13163,0,111,25,25,25,25,91,93,56,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.552,121,100.0,-0.0,0.0,0,1,13173,0,111,25,25,25,25,91,93,55,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.604,121,100.0,-0.0,0.0,0,1,13173,0,111,25,25,25,25,90,92,55,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.655,121,58.03921818733215,-0.0,0.0,0,1,13175,0,111,25,25,25,25,90,91,55,56,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.705,121,0.0,-0.0,0.0,0,1,13109,0,111,25,25,25,25,89,91,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.755,120,0.0,-0.0,0.0,0,1,13062,0,111,25,25,25,25,89,91,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.805,120,0.0,-0.0,0.8823936805129051,0,1,13016,0,111,26,26,26,26,88,90,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.856,119,0.0,-0.019929053261876106,16.427317261695862,0,1,12873,0,111,29,29,29,29,88,90,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.906,118,0.0,-0.040771279484033585,27.900877594947815,0,1,12668,0,111,36,36,35,35,87,89,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
80.955,116,0.0,-0.06214320659637451,38.259243965148926,0,1,12409,0,110,47,47,44,44,87,89,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.004,114,0.0,-0.06482245028018951,40.44131934642792,0,1,12150,0,110,58,58,54,54,87,88,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.053,111,0.0,-0.017107799649238586,38.98212909698486,0,1,11911,0,110,69,69,64,64,86,88,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.101,109,0.0,-0.0,34.709057211875916,0,1,11713,0,110,78,79,72,72,86,88,55,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.15,107,0.0,-0.0,38.98212909698486,0,1,11477,0,110,88,88,81,81,85,87,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.198,105,0.0,-0.0,42.29123294353485,0,1,11215,0,110,99,99,90,91,85,87,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.245,103,0.0,-0.0,43.79259645938873,0,1,10962,0,110,110,110,100,100,85,86,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.29,100,0.0,-0.0,44.17099058628082,0,1,10706,0,110,120,120,109,110,84,86,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.336,98,0.0,-0.0,43.039485812187195,0,1,10469,0,110,130,130,118,119,84,86,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.402,95,0.0,-0.0,41.91889762878418,0,1,10132,0,110,144,144,131,131,84,85,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.447,93,0.0,-0.0,41.5477454662323,0,1,9908,0,110,152,153,138,139,83,85,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.493,91,0.0,-0.0,41.91889762878418,0,1,9687,0,110,161,161,146,146,83,85,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.537,89,0.0,-0.0,42.29123294353485,0,1,9461,0,110,169,169,154,154,83,84,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.603,85,0.0,-0.0,42.29123294353485,0,1,9123,0,110,181,181,164,165,82,84,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.648,83,0.0,-0.0,42.66475737094879,0,1,8901,0,110,188,189,171,172,82,84,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.692,81,0.0,-0.0,42.66475737094879,0,1,8676,0,110,196,196,178,179,82,83,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.736,79,0.0,-0.0,44.17099058628082,0,1,8444,0,110,203,203,185,185,82,83,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.802,76,0.0,-0.0,57.40740895271301,0,1,7995,0,110,216,216,196,197,81,83,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.848,73,0.0,-0.0,59.55100655555725,0,1,7673,0,110,224,225,205,205,81,83,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.895,71,0.0,-0.0,13.372685015201569,0,1,7669,0,110,228,229,208,209,81,82,54,55,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.945,71,1.568627543747425,-0.0,0.0,0,1,7692,0,110,228,228,208,208,81,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
81.995,71,27.05882489681244,-0.0,0.0,0,1,7807,0,110,228,228,208,208,80,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.047,72,85.88235378265381,-0.0,0.0,0,1,8380,0,110,227,228,208,208,80,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.097,74,100.0,-0.0,0.0,0,1,9112,0,110,227,227,207,208,80,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.151,76,100.0,-0.0,0.0,0,1,9959,0,110,227,227,207,207,80,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.201,78,100.0,-0.0,0.0,0,1,10903,0,110,226,227,207,207,81,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.254,81,100.0,-0.0,0.0,0,1,11778,0,110,226,226,207,207,81,82,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.305,83,100.0,-0.018612511456012726,0.0,0,1,12498,0,110,225,226,206,207,82,83,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.357,85,100.0,-0.04767102748155594,0.0,0,1,13052,0,110,225,225,206,206,82,84,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.383,86,100.0,-0.06146661937236786,0.0,0,1,13017,0,110,225,225,206,206,83,84,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.434,88,100.0,-0.02596900425851345,0.0,0,1,12992,0,111,224,225,205,206,83,85,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.485,90,100.0,-0.0,0.0,0,1,13076,0,111,224,224,205,205,84,85,54,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.536,92,100.0,-0.0,0.0,0,1,13188,0,111,224,224,205,205,84,86,53,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.584,94,100.0,0.0034835701808333397,0.0,0,1,12992,0,111,223,224,205,205,85,86,53,54,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.652,97,100.0,0.013652244582772255,0.0,0,1,12885,0,111,223,223,204,204,86,87,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.697,99,100.0,0.016600850969552994,0.0,0,1,13255,0,111,222,223,204,204,86,87,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.743,101,100.0,0.017551394179463387,0.0,0,1,12911,0,111,222,222,203,204,86,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.786,103,100.0,0.02130497619509697,0.0,0,1,13257,0,111,221,222,203,203,86,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.853,105,100.0,0.04229211434721947,0.0,0,1,13101,0,111,221,221,203,203,87,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.898,107,100.0,0.06147265434265137,0.0,0,1,12689,0,111,220,221,202,203,87,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.947,109,100.0,0.09607651084661484,0.0,0,1,13049,0,111,220,220,202,202,87,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
82.996,111,100.0,0.11900319159030914,0.0,0,1,12658,0,111,219,220,202,202,87,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
83.046,113,100.0,0.14385531842708588,0.0,0,1,13142,0,111,219,219,201,202,87,88,53,53,71,71,69,69,20.4,20.4,22.9,22.9,0,0,0,0
