tempo,rl_tyre_wear,rr_tyre_wear,fl_tyre_wear,fr_tyre_wear,rl_tyre_damage,rr_tyre_damage,fl_tyre_damage,fr_tyre_damage,rl_brake_damage,rr_brake_damage,fl_brake_damage,fr_brake_damage,rl_tyre_blisters,rr_tyre_blisters,fl_tyre_blisters,fr_tyre_blisters,fl_wing_damage,fr_wing_damage,rear_wing_damage,floor_damage,diffuser_damage,sidepod_damage,drs_fault,ers_fault,gear_box_damage,engine_damage,engine_MGUH_wear,engine_ES_wear,engine_CE_wear,engine_ICE_wear,engine_MGUK_wear,engine_TC_wear,engine_blown,engine_seized
76.645,0.29226920008659363,0.2966245412826538,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.75,0.3271763026714325,0.3296964466571808,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.857,0.3758425712585449,0.37461110949516296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.94,0.41556331515312195,0.4136347770690918,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.051,0.4684031009674072,0.46435850858688354,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.137,0.5072813630104065,0.5020632743835449,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.251,0.5577248334884644,0.5527263879776001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.335,0.5918393135070801,0.587669849395752,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.443,0.6372883915901184,0.6364348530769348,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.551,0.6758069396018982,0.675828218460083,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.657,0.7157052159309387,0.7169366478919983,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.738,0.7373448014259338,0.7452013492584229,0.0,3.6999852454755455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.847,0.7691322565078735,0.7803736925125122,0.0,3.6999852454755455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.957,0.7989557385444641,0.8114513754844666,0.0,3.6999852454755455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.039,0.8182722926139832,0.8310322761535645,0.0,3.6999852454755455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.148,0.8409775495529175,0.856224000453949,0.0,5.1290568080730736e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.257,0.8593724370002747,0.8785740733146667,8.856124622980133e-05,0.0003954505664296448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.341,0.8710187673568726,0.8956955671310425,0.0003005191101692617,0.0013478738255798817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.453,0.8832974433898926,0.92393958568573,0.0006149336695671082,0.0038377114105969667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.538,0.8913023471832275,0.947322428226471,0.0007007577223703265,0.0046686818823218346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.653,0.9018055200576782,0.9698000550270081,0.0008497605449520051,0.004940561484545469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.739,0.9042530059814453,0.980221688747406,0.0009013716480694711,0.0062208715826272964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.856,0.9047925472259521,0.9819918274879456,0.0009797214297577739,0.0068248845636844635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.941,0.90511554479599,0.9820700883865356,0.0012826138408854604,0.006898060441017151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.053,0.9059535264968872,0.9823572635650635,0.002186279743909836,0.007128921337425709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.137,0.9068769216537476,0.9826701283454895,0.003297222312539816,0.007351890206336975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.249,0.9085164666175842,0.9831706285476685,0.005038938019424677,0.007649379316717386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.333,0.909648060798645,0.9835850596427917,0.005353238899260759,0.007683024276047945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.445,0.9106732606887817,0.9844637513160706,0.005365222226828337,0.007683024276047945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.556,0.9188281297683716,0.9929631948471069,0.005365222226828337,0.007683024276047945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.637,0.9284016489982605,1.002595067024231,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.744,0.9401978850364685,1.01486337184906,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.85,0.9483744502067566,1.0233983993530273,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.953,0.9535903930664062,1.0285396575927734,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.056,0.9558476209640503,1.0308289527893066,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.133,0.956488847732544,1.0314995050430298,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.236,0.9568188190460205,1.0318485498428345,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.341,0.9569017291069031,1.031937599182129,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.447,0.9569138288497925,1.0319507122039795,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.552,0.9569138288497925,1.0319507122039795,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.654,0.9569138288497925,1.0319507122039795,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.755,0.9569138288497925,1.0319507122039795,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.856,0.9569138288497925,1.0319507122039795,0.005365222226828337,0.007683024276047945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.955,0.9570067524909973,1.032130241394043,0.005521418061107397,0.007832096889615059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.052,0.9572485685348511,1.032503604888916,0.005818469915539026,0.008082723245024681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.15,0.9574601650238037,1.032758355140686,0.006007419899106026,0.008263618685305119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.244,0.9577209949493408,1.0330291986465454,0.006269211880862713,0.008521516807377338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.336,0.9579930305480957,1.0333073139190674,0.006533641368150711,0.008787318132817745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.447,0.9582933783531189,1.033612847328186,0.006806977558881044,0.00906327459961176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.537,0.958519697189331,1.0338425636291504,0.007015502545982599,0.009273696690797806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.647,0.9588001370429993,1.034127116203308,0.007279273122549057,0.009540925733745098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.735,0.9590178728103638,1.0343462228775024,0.007490389049053192,0.009754444472491741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.848,0.9594203233718872,1.0347448587417603,0.008072682656347752,0.01036101020872593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.945,0.9595511555671692,1.0348724126815796,0.008124365471303463,0.010415015742182732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.046,0.9598758220672607,1.0351985692977905,0.008124365471303463,0.010415015742182732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.15,0.9640684127807617,1.039352297782898,0.008124365471303463,0.010415015742182732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.253,0.9752129316329956,1.0506210327148438,0.008124365471303463,0.010415015742182732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.357,0.9930175542831421,1.0694330930709839,0.008124365471303463,0.010415015742182732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.434,1.0082770586013794,1.0854097604751587,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.535,1.0261280536651611,1.1038881540298462,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.651,1.0431067943572998,1.1220035552978516,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.742,1.053511142730713,1.133225440979004,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.853,1.0632747411727905,1.1436986923217773,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.946,1.0687201023101807,1.1492050886154175,0.008124365471303463,0.010415015742182732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.046,1.071661114692688,1.1528819799423218,0.008252553641796112,0.010450005531311035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.147,1.073720932006836,1.155618667602539,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.25,1.0745928287506104,1.156376838684082,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.354,1.0749397277832031,1.156793236732483,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.454,1.0750072002410889,1.1568989753723145,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.552,1.0750207901000977,1.156914472579956,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.647,1.075075626373291,1.156986951828003,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.743,1.075137972831726,1.1570191383361816,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.838,1.0752058029174805,1.1570708751678467,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.955,1.0752378702163696,1.1571053266525269,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.049,1.0752378702163696,1.1571053266525269,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.143,1.0752378702163696,1.1571053266525269,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.238,1.0752378702163696,1.1571053266525269,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.335,1.0752378702163696,1.1571053266525269,0.008388110436499119,0.010489951819181442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.433,1.0752872228622437,1.1571619510650635,0.008417835459113121,0.010516040027141571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.533,1.0753769874572754,1.1572626829147339,0.008483109064400196,0.010573278181254864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.635,1.0754224061965942,1.1573671102523804,0.008518390357494354,0.010603837668895721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.734,1.0754224061965942,1.1574559211730957,0.008518390357494354,0.010603837668895721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.855,1.0754934549331665,1.1575922966003418,0.008595614694058895,0.010667312890291214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.951,1.0755587816238403,1.157714605331421,0.008667529560625553,0.01072294358164072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.048,1.0756207704544067,1.1578336954116821,0.008731486275792122,0.010749360546469688,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.144,1.0756763219833374,1.1579432487487793,0.008793264627456665,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.244,1.0756763219833374,1.1580311059951782,0.008819137699902058,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.345,1.0756763219833374,1.1581079959869385,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.448,1.0756763219833374,1.1581079959869385,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.547,1.0756763219833374,1.1581079959869385,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.643,1.075730562210083,1.1581803560256958,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.739,1.0758419036865234,1.1583181619644165,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.835,1.0759611129760742,1.158465027809143,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.954,1.0760756731033325,1.1586127281188965,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.05,1.0760756731033325,1.1586394309997559,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.147,1.0760756731033325,1.1587008237838745,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.247,1.0760756731033325,1.1587663888931274,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.35,1.0760756731033325,1.1587992906570435,0.008833392523229122,0.010773851536214352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.451,1.0760756731033325,1.1587992906570435,0.008833392523229122,0.010786456987261772,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.547,1.0760756731033325,1.1589282751083374,0.008847498334944248,0.010952872224152088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.644,1.076120376586914,1.159127950668335,0.008904763497412205,0.011193064972758293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.739,1.0761828422546387,1.1593332290649414,0.008904763497412205,0.011364334262907505,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.835,1.076195240020752,1.1594740152359009,0.008904763497412205,0.011394121684134007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.953,1.076195240020752,1.1595945358276367,0.008904763497412205,0.011464077979326248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.048,1.076195240020752,1.1596946716308594,0.008904763497412205,0.01157138217240572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.142,1.0762075185775757,1.1598421335220337,0.008947983384132385,0.011797524988651276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.238,1.0762752294540405,1.1600548028945923,0.008989749476313591,0.012077867984771729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.337,1.076348066329956,1.1602658033370972,0.008989749476313591,0.012281774543225765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.436,1.0764261484146118,1.1604502201080322,0.008989749476313591,0.012462371028959751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.536,1.076533555984497,1.1606459617614746,0.008989749476313591,0.012643453665077686,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.634,1.0766507387161255,1.1608555316925049,0.009020202793180943,0.0128640066832304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.755,1.0768096446990967,1.1612122058868408,0.009148587472736835,0.013402750715613365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.851,1.0769484043121338,1.1615923643112183,0.009250971488654613,0.01387622021138668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.947,1.0770814418792725,1.1620252132415771,0.009364094585180283,0.01436940673738718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.045,1.0772430896759033,1.1625341176986694,0.00950485747307539,0.014927536249160767,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.147,1.077396273612976,1.1630957126617432,0.00963420420885086,0.015550075098872185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.253,1.0775768756866455,1.1637144088745117,0.00978131964802742,0.016259057447314262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.359,1.0777828693389893,1.164384126663208,0.0099258404225111,0.016989795491099358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.437,1.0779714584350586,1.1649621725082397,0.01001887395977974,0.017542801797389984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
